"","budget","original_language","popularity","runtime","runtime_cat","revenue","sw_lang_en","sw_web_presence","sw_tagline","keyword_cnt","release_year","release_month","high_release_month","release_day","sw_collection","countries_cnt","lang_US","lang_FR","lang_RU","lang_ES","lang_JA","actor0_movies_cnt","actor0_movies_3y_cnt","actor1_movies_cnt","actor1_movies_3y_cnt","actor2_movies_cnt","actor2_movies_3y_cnt","sw_female_actor0","sw_female_actor1","sw_female_actor2","sw_male_actor0","sw_male_actor1","sw_male_actor2","actor0_prev_revenue","actor1_prev_revenue","actor2_prev_revenue","director_movies_cnt","director_movies_3y_cnt","genre_adventure","genre_fantasy","genre_animation","genre_drama","genre_horror","genre_action","genre_comedy","genre_history","genre_thriller","genre_crime","genre_documentary","genre_science_fiction","genre_mystery","genre_music","genre_romance","genre_family","genre_war","depart_Art","depart_Camera","depart_Crew","depart_Custom_Mkup","depart_Directing","depart_Editing","depart_Lighting","depart_Production","depart_Sound","depart_Visual_Effects","depart_Writing","depart_Art_female","depart_Camera_female","depart_Crew_female","depart_Custom_Mkup_female","depart_Directing_female","depart_Editing_female","depart_Lighting_female","depart_Production_female","depart_Sound_female","depart_Writing_female","producers_5y_revenue","directors_5y_revenue","actors_5y_revenue"
"314",0,"en",0.954238181897911,1.74213674380532,"Medium",13.9176546063328,"Yes","No","No",4,2008,10,"Yes",17,"0-2","1","Yes","No","No","No","No","6-8",">2","0-2","0","0-2","0","No","No","No","Yes","Yes","No",3.05451279053315,2.9380839549792,2.89569137207029,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",">2","1","1","0",">2","1","0",">2","1","0","1",">0","0","0","0","0","0","0",">0","0","0",0,0,3.07931580786801
"315",0,"es",0.24408039326308,1.7163798514468,"Medium",12.043559598368,"No","No","No",0,2010,10,"Yes",10,"0-2","1","No","No","No","Yes","No","0-2","0","0-2","0","0-2","0","No","Yes","No","Yes","No","Yes",2.87316401350903,2.84236477746438,2.88487559469167,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","0","0","1","0","0",">2","0","0","0","0","0","0","0","0","0","0","0","0","0",0.447037758620619,0,0
"316",2.91076563999777,"en",1.23307352272572,1.71449622292064,"Medium",18.5799960583508,"Yes","No","Yes",1,1993,6,"No",23,"3-5","1","Yes","No","No","No","No","3-5","0","0-2","0","0-2","1","No","No","Yes","Yes","Yes","No",2.95456447249079,2.95722691134973,2.98252888482046,"1","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No",">2","2","0",">2",">2",">2","0",">2",">2","0","2","0","0","0",">0","0","0","0","0","0","0",20.6902239756311,0,0
"317",2.79236611496284,"en",1.3220327316488,1.70672060129304,"Short",17.114781557613,"Yes","No","Yes",24,1982,8,"Yes",13,"0-2","1","Yes","No","No","No","No","0-2","1","0-2","0","0-2","1","No","Yes","No","Yes","No","Yes",2.91208013786532,2.94270737022209,2.95811789081856,"0","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","2","1","0",">2","1","1","0",">2","0","0","2","0","0","0",">0",">0","0","0","0","0","0",19.4436193153273,0,2.91208013786532
"318",2.94780204478482,"en",1.24546743276894,1.73403132149329,"Medium",18.9964035938886,"Yes","No","Yes",7,1999,9,"Yes",24,"0-2","2","Yes","No","No","No","No","3-5","1","3-5",">2","0-2","0","No","Yes","No","Yes","No","Yes",2.98219618825111,2.94014633389026,2.97784963231071,"0","0","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","0","1","0","0","1","1","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0",21.3052252971774,0,2.96754259796534
"319",2.84013613502704,"en",1.24250436471649,1.74055044599002,"Medium",15.2200106838384,"Yes","No","Yes",10,2016,9,"Yes",30,"3-5","2","Yes","No","No","No","No",">8","2",">8","1","6-8","0","Yes","No","No","No","Yes","Yes",3.01739518601444,3.0614736608187,3.07954191437805,"1","0","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No",">2",">2","1",">2","2",">2","2",">2",">2",">2","2",">0","0",">0","0","0","0","0","0","0","0",19.4472103282268,0,3.02639950651387
"320",2.86354630833501,"en",1.31617828462291,1.7555659827964,"Large",18.8052626479515,"Yes","No","Yes",12,1959,12,"Yes",26,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","1","0-2","0","No","No","Yes","Yes","Yes","No",2.97681715111822,2.89694607563427,2.92245350195618,"0","0","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No",">2",">2",">2",">2","2",">2","0",">2",">2","2",">2","0","0","0",">0","0",">0","0","0","0","0",16.6524229931157,0,2.97681715111822
"321",2.86722249962556,"hi",1.03419756333299,1.78554765416843,"Large",17.1914447284423,"No","Yes","Yes",2,2016,4,"No",15,"0-2","1","No","No","No","No","No","0-2","0","6-8","1","0-2","0","Unknown","No","No","Unknown","Yes","No",2.93414318851864,2.94141572738159,2.93256320896505,"0","0","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","0","0","1","0","1","1","0","1","1","0",">2","0","0","0","0","0","0","0","0",">0","0",17.9426449591384,0,1.05145036181422
"322",0,"en",0.494995818564702,1.7513148227388,"Medium",16.3343073121402,"Yes","No","Yes",7,1998,8,"Yes",28,"0-2","0","Yes","No","No","No","No","0-2","1","3-5",">2","3-5","1","Yes","Yes","Yes","No","No","No",3.01006167148395,2.9557186176133,2.88774820376033,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No",">2","1",">2","2","2",">2","0",">2",">2","1","1","0","0","0",">0","0",">0","0","0","0",">0",21.3843347340458,0,3.01006167148395
"323",2.89653867337957,"en",1.31452957276384,1.72894905196598,"Medium",16.8191519220414,"Yes","No","Yes",17,1984,4,"No",5,"6-8","2","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","Yes",2.95142656147163,2.94312426113367,2.94973008466255,"0","0","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No",">2","0",">2",">2","1","1","0",">2","1","0",">2","0","0","0","0","0",">0","0","0","0","0",19.8645927917636,0,0
"324",2.92999482510447,"en",1.06625921999004,1.79016362767981,"Large",18.1189841519429,"Yes","No","Yes",5,1999,9,"Yes",17,"3-5","1","Yes","No","No","No","No","6-8",">2","0-2","0","3-5","2","No","No","Yes","Yes","No","No",2.98942339153048,2.9686053047908,2.99075974786585,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",">2","1","0",">2","2","1","0",">2","1","0",">2","0","0","0",">0",">0","0","0",">0","0","0",21.2957396259178,0,3.03443958029174
"325",2.92999482510447,"en",1.23202349519377,1.7163798514468,"Medium",18.3947176714194,"Yes","Yes","No",4,2014,10,"Yes",1,"3-5","2","Yes","No","No","No","No","3-5","1",">8",">2",">8","2","No","No","Yes","Yes","Yes","No",3.01905781600033,3.00478989599716,3.06648028763859,"0","0","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","1","0","1","0","1","1","1",">2","1",">2","2","0","0","0","0","0","0","0","0","0","0",21.6928026572641,0,3.01905781600033
"326",2.9166388609346,"en",1.1563039444725,1.7513148227388,"Medium",19.4810797920629,"Yes","No","Yes",8,1988,6,"No",28,"0-2","1","Yes","No","No","No","No","3-5","1","0-2","0","3-5","2","No","No","No","Yes","Yes","No",2.95403972211885,2.9564818641736,2.80190664975414,"1","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","0","2","0","0","1","2","0",">2","1","0","2","0","0","0","0","0","0","0",">0","0","0",21.2566695381751,0,2.94762936205404
"327",2.85534658625046,"en",0.78927745864643,1.69426630547034,"Short",15.8983179288804,"Yes","No","Yes",4,1998,5,"No",8,"3-5","1","Yes","No","No","No","No","0-2","0","0-2","1","0-2","0","Yes","No","No","No","Yes","Yes",2.94422136813893,3.00439037070737,2.94137898109503,"0","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",">0","0","0","0","0","0",20.5385880684646,0,0
"328",2.83396219573865,"en",1.31590613101177,1.72189476247005,"Medium",14.7318016898383,"Yes","No","Yes",5,1968,10,"Yes",10,"3-5","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","Yes","No","Yes","No","Yes","No",2.91607562349094,2.88848761365904,2.90889933906076,"0","0","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","1","1","0","2","1","1","0","1","1","0",">2","0","0","0","0","0","0","0","0","0","0",18.8638889548543,0,0
"329",0,"en",1.06454995488243,1.77073964639405,"Large",16.6066757271267,"Yes","No","Yes",1,1944,5,"No",15,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","No",2.83450967702192,2.84483149504549,2.80924153927285,"0","0","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No",">2","1",">2","2","1","1","0","1",">2","0",">2","0","0","0",">0","0","0","0","0","0","0",13.9978329480912,0,0
"330",2.90233919345195,"en",1.26604705724988,1.69641295974363,"Short",19.0753616582924,"Yes","Yes","Yes",11,2005,9,"Yes",4,"0-2","2","Yes","No","No","No","No","0-2","0","3-5","0","0-2","1","No","Yes","No","Yes","No","Yes",2.96864866068889,2.96677616498758,3.00582192469322,"0","0","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","2","0",">2","0",">2",">2","0",">2","2",">2",">2",">0","0","0","0","0","0","0",">0","0","0",0,0,0
"331",2.86897054351059,"en",1.24048585191125,1.77833322690223,"Large",18.7207853438101,"Yes","No","Yes",11,1995,12,"Yes",13,"0-2","2","Yes","No","No","No","No","0-2","0","0-2","1","0-2","1","Yes","Yes","No","No","No","Yes",2.90911504670884,2.91378596547092,3.01335606864664,"1",">0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","0","1","0","0","1","0","0",">2","1","0","2","0","0","0","0","0","0","0",">0","0",">0",20.0395186358241,15.7518695250673,0
"332",2.79880143927589,"en",1.07253251122368,1.73732637840012,"Medium",16.3196174477673,"Yes","No","Yes",11,1983,4,"No",14,"3-5","1","Yes","No","No","Yes","No","0-2","0","0-2","0","0-2","0","No","No","Yes","Yes","Yes","No",2.87692608262625,2.8039112921931,2.8759678146175,"0","0","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","2","1",">2","2","1","1","0",">2","1","0",">2","0","0","0","0","0","0","0",">0","0","0",0,0,0
"333",2.389087282571,"ja",0.881175198977987,1.74370633586132,"Medium",11.5028852300758,"No","No","Yes",17,1997,11,"No",6,"0-2","1","No","No","No","No","Yes","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","No",2.92489430984963,2.9231381474388,2.92197892246586,"0","0","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0
"334",2.75817423004706,"es",1.18303251128744,1.71065777618006,"Short",13.2234730711066,"No","Yes","Yes",15,2007,9,"Yes",20,"3-5","1","No","No","No","Yes","No","0-2","0","0-2","0","0-2","0","No","No","Yes","Yes","No","No",2.91536648729623,2.93031404141163,2.90507884893881,"0","0","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No",">2","1","0","0","1","1","0",">2","2","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0
"335",2.89228029230919,"en",1.14194504771978,1.72007860952669,"Medium",16.9156028918876,"Yes","No","Yes",6,1994,10,"Yes",1,"0-2","1","Yes","No","No","No","No","3-5",">2","3-5","1","0-2","0","No","No","Yes","Yes","Yes","No",2.88813485331284,3.01145993302148,2.7716744960827,"0","0","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","1","1","0","1","1","1","0",">2","2","0","1",">0","0","0","0","0","0","0","0","0","0",19.8019342814417,0,2.92712720308318
"336",2.84826755745865,"en",1.1042121568692,1.72368941930815,"Medium",16.8152274324415,"Yes","No","Yes",8,1994,2,"No",18,"0-2","1","Yes","No","No","No","No","3-5","0","3-5","1","0-2","0","Yes","No","Yes","No","Yes","No",2.95023451607648,2.88049973251259,2.93701936157343,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","2","1","0","1","1","1","0",">2","1","0","1",">0","0","0",">0","0",">0","0",">0","0",">0",21.6456920430455,0,0
"337",2.82318758970925,"en",1.39213561286135,1.71258905002126,"Short",15.9116902322477,"Yes","Yes","Yes",1,2012,3,"No",10,"3-5",">2","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","Yes","No","No","No","Yes","No",2.96864477126732,3.07087438869793,3.02644023504703,"0","0","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","1","1","0","1","1","1","0",">2","1","0",">2","0","0","0","0","0","0","0","0","0","0",15.3841433507357,0,0
"338",2.93409591695586,"en",1.39987207372751,1.77331527064735,"Large",18.7021764904881,"Yes","Yes","Yes",24,2006,3,"No",15,"6-8",">2","Yes","No","No","No","No","3-5","2","3-5","0","3-5","0","Yes","No","No","No","Yes","Yes",3.07087438869793,3.07485279211291,3.00695200661889,"0","0","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No",">2",">2",">2",">2",">2",">2",">2",">2",">2","0",">2",">0","0","0",">0","0","0","0",">0","0",">0",22.0135698840731,0,3.10178152059613
"339",2.80458743576797,"da",1.00884606133219,1.7513148227388,"Medium",16.1197877186041,"No","Yes","Yes",9,2012,9,"Yes",4,"0-2",">2","Yes","No","No","No","No",">8","2","0-2","0","0-2","0","No","Yes","No","Yes","No","No",3.03897705643932,3.00020810888431,2.99008754781272,"1","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","2","0","2","1","2","2","0","1","1","0",">2","0","0","0","0",">0","0","0","0","0",">0",18.0201323390254,0,3.01380674857852
"340",2.86354630833501,"en",1.31950743291322,1.74370633586132,"Medium",16.6269013961424,"Yes","No","Yes",4,2009,9,"Yes",13,"6-8","1","Yes","No","No","No","No","3-5",">2","0-2","0","3-5",">2","Yes","Yes","Yes","No","No","No",3.04191636905417,2.97029352463345,3.07283230493244,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",">0","0","0","0","0",">0",21.3257815756178,0,3.06171464956584
"341",0,"en",0.54774861474714,1.69641295974363,"Short",4.26267987704132,"Yes","No","No",0,1994,9,"Yes",23,"0-2","0","Yes","No","No","No","No","3-5","2","0-2","0","3-5","1","No","No","Yes","Yes","No","No",2.98605551478429,2.88473588460718,3.01135158840455,">2","0","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",7.46094637479768,15.5356227430099,2.99143197280619
"342",3.01244048473736,"en",1.4048128633072,1.806253313373,"Large",20.6807757863689,"Yes","Yes","Yes",7,2013,12,"Yes",11,"3-5","2","Yes","No","No","No","No","3-5",">2",">8","2","0-2","1","No","No","No","Yes","Yes","Yes",3.07934474709117,3.07934474709117,3.07934474709117,">2",">0","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",">2",">2",">2",">2",">2",">2","1",">2",">2",">2",">2","0","0",">0",">0","0","0","0",">0",">0",">0",22.4586389799041,20.8317875901235,3.08632065120068
"343",0,"en",0.977685845503988,1.75425202639466,"Medium",12.7393796584451,"Yes","No","No",0,2013,9,"Yes",7,"3-5",">2","Yes","No","No","No","No","3-5","0","0-2","0","3-5","2","No","Yes","Yes","Yes","No","No",2.98494044389648,2.85624331187395,2.98072911139195,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",15.8696344198649,0,0
"344",2.75938129787889,"en",0.993087145886343,1.79129474021894,"Large",14.946912992036,"Yes","No","Yes",11,1962,7,"No",3,"0-2","1","Yes","No","No","No","No","3-5","1","0-2","0","3-5","1","No","No","Yes","Yes","Yes","No",2.8612140418205,2.8377485597308,2.913439104896,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","1",">2","2","1","2","1","1",">2",">2","0","2","0","0","0","0","0","0","0","0","0","0",0,0,2.84242469839624
"345",2.81371919145162,"hi",0.71186043777675,1.79573165644404,"Large",15.5904630783675,"No","Yes","Yes",4,2010,9,"Yes",24,"0-2","1","No","No","No","No","No","0-2","1","0-2","0","0-2","0","Yes","No","No","No","Yes","No",2.87430327281846,2.87019005042213,2.85972617562777,"0","0","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,2.87430327281846
"346",2.80984056296996,"en",1.14462419269908,1.73732637840012,"Medium",15.0640153303402,"Yes","Yes","Yes",8,2014,3,"No",13,"6-8","1","Yes","No","No","No","No","0-2","1","0-2","0","0-2","0","Yes","No","No","No","Yes","Yes",2.90216999869351,2.92438718154357,2.91143181426578,"0","0","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No",">2","1","0","1",">2","1","0",">2","1","0",">2",">0","0","0",">0","0","0","0",">0","0","0",22.5059085330688,0,2.89165379544807
"347",2.78812954326462,"en",1.17025123521274,1.74831809719495,"Medium",17.4629557989404,"Yes","No","No",6,1984,8,"Yes",10,"0-2","1","Yes","No","Yes","Yes","No","0-2","2","0-2","2","0-2","1","No","No","Yes","Yes","Yes","No",2.90869936545632,2.90869936545632,2.95972680005067,"0","0","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","0","1","0","0","1","1","0",">2","1","0",">2","0","0","0","0","0","0","0","0","0","0",20.0960726059574,0,2.94107196164349
"348",2.84013613502704,"en",1.02812819257752,1.67834976162089,"Short",16.2501448832256,"Yes","No","Yes",4,2002,7,"No",3,"3-5","1","Yes","No","No","No","No","0-2","0","0-2","0","3-5","1","Yes","Yes","Yes","No","No","No",2.96060712517834,2.96659103921105,2.96659103921105,"0","0","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","0","0","0","0","2","1","0",">2","1",">2",">2","0","0","0","0","0","0","0","0","0","0",0,0,0
"349",0,"en",1.13174550161954,1.73568790592766,"Medium",14.0755166595346,"Yes","No","Yes",7,2011,2,"No",3,"3-5","1","Yes","No","No","No","No","0-2","0","3-5","0","3-5",">2","Yes","No","No","No","Yes","Yes",2.96202167214755,2.91836744108433,2.97097694426304,"0","0","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",">0","0","0","0","0",">0",19.217838423808,0,0
"350",2.75568424896242,"en",1.05443060800472,1.73568790592766,"Medium",15.9845643726195,"Yes","No","Yes",19,1955,8,"Yes",3,"0-2","1","Yes","Yes","No","No","No","0-2","0","0-2","1","0-2","0","No","Yes","Yes","Yes","No","No",2.87285742350456,2.913439104896,2.85018357007669,">2",">0","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","2","1","0","1","1","1","0","1","1","0","2","0","0","0",">0","0","0","0","0",">0","0",17.6079459654926,17.4200382043877,0
"351",2.71173110737713,"en",1.1420276042857,1.68764248511322,"Short",15.1473489972796,"Yes","No","Yes",5,1955,1,"No",7,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","Yes","Yes","Yes","No",2.80305938193985,2.87989644328295,2.88141781682417,"0","0","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No",">2","1",">2","0","2","2","0","2",">2","0",">2","0","0","0","0","0","0","0","0","0","0",17.5290826490588,0,0
"352",2.91076563999777,"en",1.04792508277615,1.72894905196598,"Medium",16.2631312284605,"Yes","No","Yes",15,2003,9,"Yes",5,"3-5","2","Yes","No","No","No","No","3-5","2","0-2","1","0-2","0","No","Yes","No","Yes","No","Yes",2.97460272264607,2.97460272264607,2.96328770713404,"2",">0","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No",">2",">2",">2",">2",">2","2","1",">2",">2",">2","2","0","0","0",">0","0","0","0",">0","0","0",21.3817295990456,19.44712940746,2.99547070575683
"353",2.90233919345195,"en",1.18185647221391,1.73894710624141,"Medium",19.011919360674,"Yes","No","Yes",5,2002,9,"Yes",26,"0-2","1","Yes","No","No","No","No","0-2","1","0-2","2","3-5","1","Yes","Yes","No","No","No","Yes",2.98036954423072,3.02351498351186,2.9988172702637,"0","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No",">2",">2","1",">2","2",">2","0",">2",">2","0","2",">0","0","0",">0","0",">0","0",">0",">0","0",21.0819422063962,0,2.5269242019287
"354",2.79880143927589,"en",1.30177236262435,1.74525954872198,"Medium",14.7119442370612,"Yes","No","Yes",1,2014,10,"Yes",9,"0-2","1","Yes","No","No","No","No","6-8",">2","3-5","2","6-8","1","No","Yes","No","Yes","No","Yes",3.09746204369132,2.99070543954219,3.07954191437805,"0","0","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","0","0","1","0","1","0","0",">2","1","0","1","0","0","0","0","0","0","0",">0",">0","0",0,0,3.12944857970118
"355",2.85073062208483,"en",1.36946584898984,1.71449622292064,"Medium",12.4891930795113,"Yes","No","Yes",2,2013,9,"Yes",14,"3-5","1","Yes","No","No","No","No",">8","1","3-5","1","3-5","0","No","No","Yes","Yes","Yes","No",3.02537171095957,2.99505170092128,2.99387014816614,"0","0","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","2","1","2",">2","2","0","1",">2",">2","0","2","0","0","0","0","0","0","0",">0",">0","0",0,0,2.88657485078961
"356",2.89228029230919,"en",1.14081695800189,1.71449622292064,"Medium",17.4725999193585,"Yes","No","Yes",27,1986,12,"Yes",19,"0-2","1","Yes","No","No","No","No","0-2","2","0-2","0","3-5","0","No","Yes","No","Yes","No","Yes",2.85219686007639,2.93001463052546,2.84568849428469,"0","0","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No",">2","1","0","1","1","1","0",">2","1","0","2","0","0","0",">0","0","0","0",">0","0","0",20.2015806796444,0,2.88467843547182
"357",2.74310383175768,"en",0.835520809315093,1.72894905196598,"Medium",13.1223653774023,"Yes","No","No",5,1999,10,"Yes",22,"3-5","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","Yes",2.92173532424436,2.8206392265418,2.91840005829191,"0","0","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","0","0","0","0","1","0","0",">2","0","0","1","0","0","0","0","0","0","0","0","0","0",21.35329651096,0,0
"358",2.95793496184745,"en",1.24981286654924,1.81220959590408,"Large",17.9083300578698,"Yes","Yes","Yes",19,2006,12,"Yes",11,"3-5","1","Yes","No","Yes","Yes","No",">8","2","0-2","0",">8",">2","No","Yes","No","Yes","No","Yes",3.01945887822329,2.98750120644576,3.03073068629056,"0","0","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","0","1","0","0","1","1","0",">2","0","0","1","0","0","0","0","0","0","0",">0","0","0",21.9675172198809,0,3.03711540283538
"359",2.70790572053814,"en",0.744030315679439,1.74679669969929,"Medium",16.4801939319827,"Yes","No","Yes",7,1978,5,"No",18,"0-2","1","Yes","No","No","No","No","0-2","1","0-2","0","0-2","0","No","No","No","Yes","Yes","Yes",2.99056469102683,2.90627372061312,2.91531072445537,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0,0,2.99689939354549
"360",0,"en",1.20061025857162,1.70672060129304,"Short",9.5302475917227,"Yes","No","No",1,2014,2,"No",7,"3-5","1","Yes","No","No","No","No","3-5","1","3-5","1","6-8",">2","Yes","No","No","No","Yes","Yes",2.96167148464308,2.98624936372863,3.02420127768051,"0","0","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","2","1","0",">2","2","1","0",">2","1","0","1","0",">0","0","0","0","0","0",">0","0","0",0,0,2.82747596321417
"361",2.96089857581024,"en",1.323638179086,1.76678865469605,"Large",19.1442239732525,"Yes","Yes","Yes",8,2014,8,"Yes",4,"6-8","2","Yes","No","No","No","No",">8","0",">8",">2",">8","0","No","No","No","Yes","Yes","Yes",3.02143057145696,3.01702173430157,3.06727478253173,"0","0","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No",">2",">2",">2",">2",">2",">2","1",">2",">2",">2",">2",">0","0","0",">0",">0","0","0",">0","0","0",20.9587932736363,0,3.04032615419878
"362",2.91800800323478,"en",1.3082810337738,1.75713188605472,"Large",18.6067950574761,"Yes","No","Yes",5,2006,2,"No",17,"6-8","1","Yes","No","No","No","No","3-5","0","6-8","1","0-2","1","No","No","Yes","Yes","Yes","No",3.0031844387963,2.99555243707881,2.92176667166562,"2","0","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","1","2","1","0","1","1","0",">2","1","0","1","0","0","0","0","0","0","0",">0","0","0",21.8403914093193,0,3.01123048299705
"363",2.83557139798967,"en",0.761730411438273,1.76409393431766,"Large",17.1888107052162,"Yes","No","Yes",3,1979,11,"No",7,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","1","No","No","No","No","Yes","Yes",2.91008025346079,2.91746927897471,2.96058717793025,"1","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No",">2","1","0",">2","1","2","1",">2","0","0",">2","0","0","0",">0","0","0","0","0","0","0",19.5837259950619,0,0
"364",2.88516673840856,"en",1.09473568665806,1.73894710624141,"Medium",17.0014053590651,"Yes","Yes","Yes",5,2010,5,"No",20,"0-2","2","Yes","No","No","No","No","6-8","0",">8","2","0-2","1","Yes","No","No","No","Yes","Yes",3.05047747306129,2.98924236438117,3.04170840173991,"2",">0","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0",19.5011002937582,19.2192287808564,3.05118980298337
"365",0,"cn",1.20904639755877,1.7163798514468,"Medium",15.3127783776637,"No","No","Yes",11,1986,8,"Yes",2,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","Yes",2.85424515243668,2.86516461566248,2.86773336900275,"0","0","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","0","1","0","0","1","1","0","2","1","0",">2","0","0","0","0","0","0","0","0","0","0",0,0,0
"366",0,"en",1.02713942208813,1.72368941930815,"Medium",15.8169586657739,"Yes","No","Yes",2,1988,11,"No",18,"0-2","2","Yes","No","No","No","No","3-5","2","3-5","2","0-2","1","No","No","Yes","Yes","Yes","No",2.95812587789364,2.92312618983931,2.92295947761656,"1",">0","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No",">2","2","1","1","2","1","0","1","1","0","1","0","0","0",">0","0","0","0","0","0","0",0,15.572365386384,3.00442958682041
